EnsembleID,symbol,log2FoldChange,pvalue,padj,Regulation
ENSG00000197256.6,KANK2,1.03063405980159,4.12513229028494e-06,0.0001561490439854,Upregulated
ENSG00000100365.10,NCF4,1.16517208652449,4.13641008003332e-06,0.0001563652085032,Upregulated
ENSG00000162496.4,DHRS3,0.842150459703948,4.15086874588796e-06,0.0001567008742819,Upregulated
ENSG00000176105.9,YES1,0.678871986480994,4.17077529878387e-06,0.0001570302490843,Upregulated
ENSG00000172578.7,KLHL6,1.27428328670589,4.18339550727629e-06,0.0001572945510212,Upregulated
ENSG00000136732.10,GYPC,1.06479177962515,4.22834391214572e-06,0.0001587720527545,Upregulated
ENSG00000182718.11,ANXA2,1.44334559585522,4.27256916757995e-06,0.0001602184916018,Upregulated
ENSG00000176853.11,FAM91A1,0.7256428553635,4.28530758094178e-06,0.0001604819120345,Upregulated
ENSG00000144644.10,GADL1,2.13332683841568,4.38336258059518e-06,0.0001632831628662,Upregulated
ENSG00000116815.11,CD58,0.891121481358489,4.40973992631094e-06,0.0001639186778049,Upregulated
ENSG00000244682.3,FCGR2C,1.5854709141403,4.41209529036714e-06,0.0001639186778049,Upregulated
ENSG00000236255.1,AC009404.2,0.624464275962188,4.42081182891295e-06,0.0001640255506455,Upregulated
ENSG00000143867.5,OSR1,1.4611340603843,4.43241837641731e-06,0.0001642392281509,Upregulated
ENSG00000118503.10,TNFAIP3,1.1435365244183,4.43988654455089e-06,0.0001642992007599,Upregulated
ENSG00000125257.9,ABCC4,0.972410619828119,4.52141286823667e-06,0.0001669965232937,Upregulated
ENSG00000253696.2,RP11-439C15.2,0.835967755794304,4.55893362679807e-06,0.0001678201425634,Upregulated
ENSG00000087903.8,RFX2,0.776911000436802,4.63501206419019e-06,0.0001695098748006,Upregulated
ENSG00000111319.8,SCNN1A,1.72195011033851,4.62442047179135e-06,0.0001695098748006,Upregulated
ENSG00000127951.5,FGL2,1.43567078149087,4.62394547405851e-06,0.0001695098748006,Upregulated
ENSG00000169508.6,GPR183,1.65831200345395,4.63203721130076e-06,0.0001695098748006,Upregulated
ENSG00000116044.11,NFE2L2,0.627691118477894,4.69193287031154e-06,0.0001713684246143,Upregulated
ENSG00000154589.2,LY96,1.08613353034882,4.73493803604206e-06,0.0001727145514523,Upregulated
ENSG00000138685.7,FGF2,1.01188588603203,4.753461910583e-06,0.0001727846050514,Upregulated
ENSG00000157514.12,TSC22D3,0.703852943715552,4.75531383575093e-06,0.0001727846050514,Upregulated
ENSG00000113594.5,LIFR,0.817744188686587,4.81009905508305e-06,0.0001740995517527,Upregulated
ENSG00000138722.5,MMRN1,1.74180881182393,4.83268225335563e-06,0.0001746918229729,Upregulated
ENSG00000167748.6,KLK1,2.13630667659135,4.85376417995426e-06,0.0001750034332764,Upregulated
ENSG00000122592.6,HOXA7,2.25554474085234,4.87503729910073e-06,0.0001755450931023,Upregulated
ENSG00000146373.11,RNF217,0.627442995844732,4.91432041764431e-06,0.0001767330570683,Upregulated
ENSG00000243364.3,EFNA4,1.0032985512384,4.92255042454136e-06,0.000176802651885,Upregulated
ENSG00000197406.5,DIO3,1.25227495160073,4.93428291690056e-06,0.0001769977066245,Upregulated
ENSG00000204936.4,CD177,1.61352534860468,5.05015984237501e-06,0.0001806717500123,Upregulated
ENSG00000227456.2,LINC00310,1.51390265125611,5.08087634604235e-06,0.0001813298271045,Upregulated
ENSG00000164039.10,BDH2,0.758263012373402,5.28792301280718e-06,0.0001872911647676,Upregulated
ENSG00000155380.7,SLC16A1,0.949523267602349,5.29747314608451e-06,0.0001873931086323,Upregulated
ENSG00000185591.5,SP1,0.647104795729725,5.32447753765875e-06,0.0001881114472958,Upregulated
ENSG00000173714.7,WFIKKN2,1.30122157265996,5.33236925813783e-06,0.0001881535871272,Upregulated
ENSG00000079150.13,FKBP7,0.700755262939064,5.51732123648853e-06,0.0001932231939766,Upregulated
ENSG00000153993.9,SEMA3D,1.08538957936038,5.61908275851427e-06,0.0001962974843761,Upregulated
ENSG00000182118.5,FAM89A,0.865956647625806,5.67702750425139e-06,0.0001977711987799,Upregulated
ENSG00000150681.5,RGS18,1.48718444406778,5.70236510199636e-06,0.0001982207037373,Upregulated
ENSG00000233639.1,AC018730.1,0.797296763140966,5.75658862389785e-06,0.0001996114872585,Upregulated
ENSG00000261596.1,CTB-31N19.3,0.982728688371336,5.75632274473882e-06,0.0001996114872585,Upregulated
ENSG00000104611.7,SH2D4A,0.847523882577717,5.97915213538915e-06,0.000206818283284,Upregulated
ENSG00000123427.11,METTL21B,0.720490897101665,6.00742771026856e-06,0.0002072857765335,Upregulated
ENSG00000143110.7,C1orf162,0.776811169532557,6.00587310187111e-06,0.0002072857765335,Upregulated
ENSG00000183963.13,SMTN,1.04095808285549,6.06014106786469e-06,0.000208848076286,Upregulated
ENSG00000169439.7,SDC2,0.899171785003895,6.2005688947854e-06,0.0002129038857553,Upregulated
ENSG00000107249.17,GLIS3,0.879596989654553,6.4176016785162e-06,0.0002198185101762,Upregulated
ENSG00000243766.3,HOTTIP,2.23758010412437,6.51185838645446e-06,0.0002216952321216,Upregulated
ENSG00000250090.1,RP13-401N8.3,1.4697304566321,6.56155237874999e-06,0.0002231166121815,Upregulated
ENSG00000261005.1,CTB-58E17.1,0.741022638620523,6.67513843025011e-06,0.0002261575549944,Upregulated
ENSG00000204516.5,MICB,0.892291168736622,6.70105641269977e-06,0.0002267621342933,Upregulated
ENSG00000250970.1,,0.998812341261576,6.84509465654061e-06,0.0002308021291935,Upregulated
ENSG00000090382.2,LYZ,1.52788539308135,6.86676690167054e-06,0.0002312552541573,Upregulated
ENSG00000188176.7,SMTNL2,1.26887230775328,6.96078490456333e-06,0.000234140797143,Upregulated
ENSG00000196735.7,HLA-DQA1,1.55131454867476,7.09969240760482e-06,0.0002376746849253,Upregulated
ENSG00000023445.9,BIRC3,0.923095313457302,7.15805316052247e-06,0.000239343141809,Upregulated
ENSG00000154240.12,CEP112,0.678577181205798,7.34446473380858e-06,0.0002438344928823,Upregulated
ENSG00000168918.9,INPP5D,0.809922210644573,7.36349549460992e-06,0.0002441776835384,Upregulated
ENSG00000184040.7,TMEM236,1.91702259121885,7.37325474359073e-06,0.0002442129787538,Upregulated
ENSG00000174680.5,GRIK1-AS1,0.9883702162908,7.42799435067345e-06,0.0002457362512689,Upregulated
ENSG00000004799.7,PDK4,1.13369200787691,7.85247877743874e-06,0.0002583812289917,Upregulated
ENSG00000105655.12,ISYNA1,0.74771235838505,8.17493355081809e-06,0.000267550460987,Upregulated
ENSG00000143556.4,S100A7,1.51861990753117,8.19216706835536e-06,0.000267550460987,Upregulated
ENSG00000177363.4,LRRN4CL,1.25040056893133,8.18410324680151e-06,0.000267550460987,Upregulated
ENSG00000122986.9,HVCN1,0.812512310157163,8.28986826001167e-06,0.0002704268639012,Upregulated
ENSG00000183888.4,C1orf64,0.919611151998834,8.38169229925231e-06,0.0002731050946741,Upregulated
ENSG00000171345.9,KRT19,1.62042085394425,8.40942969220989e-06,0.0002736913693685,Upregulated
ENSG00000118515.7,SGK1,0.955223089429509,9.01742422417112e-06,0.0002914526975653,Upregulated
ENSG00000143603.12,KCNN3,1.0114701097845,9.06719431602479e-06,0.0002927244675335,Upregulated
ENSG00000075420.8,FNDC3B,0.62858782064679,9.11399663701539e-06,0.0002935605774585,Upregulated
ENSG00000164318.13,EGFLAM,1.63358566250451,9.18850849350783e-06,0.0002946091758643,Upregulated
ENSG00000169385.2,RNASE2,1.78376532724192,9.31269630330204e-06,0.0002975719011044,Upregulated
ENSG00000238171.1,AC068196.1,1.4864314782621,9.36737475466976e-06,0.0002989789258345,Upregulated
ENSG00000123595.5,RAB9A,0.586012004395479,9.71066223328332e-06,0.0003071434348493,Upregulated
ENSG00000215580.6,BCORP1,1.35139290877609,9.74248193556486e-06,0.0003078032509833,Upregulated
ENSG00000126218.7,F10,0.910233798416501,9.9238814740077e-06,0.0003122991685455,Upregulated
ENSG00000144802.7,NFKBIZ,0.868345769425645,9.94623453315504e-06,0.0003122991685455,Upregulated
ENSG00000248208.1,RP11-153M7.1,1.81933275227621,9.96461003322363e-06,0.0003123616093785,Upregulated
ENSG00000174236.2,REP15,1.29240782938745,1.0276528130877e-05,0.0003207076062354,Upregulated
ENSG00000138346.10,DNA2,0.727027464853165,1.03693849658722e-05,0.0003225992728664,Upregulated
ENSG00000184005.9,ST6GALNAC3,0.63596169066695,1.03962145366026e-05,0.0003230071655857,Upregulated
ENSG00000155465.14,SLC7A7,0.925539370406095,1.08491046659576e-05,0.0003352242054485,Upregulated
ENSG00000104043.10,ATP8B4,0.819258323983378,1.09172793078672e-05,0.0003369600262857,Upregulated
ENSG00000166689.9,PLEKHA7,0.724472391078731,1.10343318848245e-05,0.0003401989897355,Upregulated
ENSG00000111886.9,GABRR2,1.50536084890655,1.10471114381059e-05,0.0003402195383356,Upregulated
ENSG00000260337.1,RP11-386M24.6,0.940754585321597,1.12143115536435e-05,0.0003449905461195,Upregulated
ENSG00000250526.1,CCT6P2,2.12526667210823,1.12278828997649e-05,0.0003450301389559,Upregulated
ENSG00000145246.9,ATP10D,0.663000290723383,1.13037412108234e-05,0.0003466028159261,Upregulated
ENSG00000100342.16,APOL1,0.90970929922153,1.13472633977417e-05,0.000347179288728,Upregulated
ENSG00000105483.12,CARD8,0.66560213279693,1.13370864809062e-05,0.000347179288728,Upregulated
ENSG00000089225.15,TBX5,1.75265658502876,1.14542386851556e-05,0.0003497942528069,Upregulated
ENSG00000138379.4,MSTN,0.721655789279909,1.14700931689104e-05,0.0003497942528069,Upregulated
ENSG00000187800.9,PEAR1,0.898098479898459,1.1459339994091e-05,0.0003497942528069,Upregulated
ENSG00000155962.8,CLIC2,0.67812885813492,1.16866220264872e-05,0.0003556253010378,Upregulated
ENSG00000081320.5,STK17B,0.883025525342562,1.19094834389742e-05,0.0003616234176761,Upregulated
ENSG00000164938.9,TP53INP1,0.74578348420302,1.19339363583312e-05,0.0003619745901689,Upregulated
ENSG00000163191.5,S100A11,1.17537581061892,1.19904857714618e-05,0.0003632974906828,Upregulated
ENSG00000167994.7,RAB3IL1,0.744511438268339,1.2044020452484e-05,0.0003645262957423,Upregulated
ENSG00000175489.7,LRRC25,1.37770803187391,1.21258928188884e-05,0.0003666092051712,Upregulated
ENSG00000163687.9,DNASE1L3,2.06052983475941,1.22839722216367e-05,0.0003709891696657,Upregulated
ENSG00000162618.8,ELTD1,0.860679099842803,1.2544400271136e-05,0.0003776361955148,Upregulated
ENSG00000106066.9,CPVL,1.33274922837157,1.2558523695917e-05,0.0003776565899863,Upregulated
ENSG00000141469.12,SLC14A1,1.35149717151531,1.28113890586363e-05,0.0003848486465132,Upregulated
ENSG00000151491.8,EPS8,0.782114358979892,1.29828302606849e-05,0.0003890509523275,Upregulated
ENSG00000197614.6,MFAP5,1.28454227093861,1.32160626692447e-05,0.0003953136871044,Upregulated
ENSG00000157833.8,GAREML,0.89529499659006,1.32920865893622e-05,0.0003971647191866,Upregulated
ENSG00000255399.2,TBX5-AS1,1.81845586876675,1.33094913046508e-05,0.0003972621490687,Upregulated
ENSG00000027644.4,INSRR,1.89810568378807,1.34328468580408e-05,0.0003990294880314,Upregulated
ENSG00000165185.10,KIAA1958,0.708008511164912,1.34224441421082e-05,0.0003990294880314,Upregulated
ENSG00000010379.11,SLC6A13,1.04585207472949,1.3751205502487e-05,0.000406130503626,Upregulated
ENSG00000104324.11,CPQ,0.733619050152991,1.39166914922123e-05,0.0004101554186167,Upregulated
ENSG00000187634.6,SAMD11,1.34171514494348,1.39902919931841e-05,0.0004118923807259,Upregulated
ENSG00000123080.6,CDKN2C,0.640134168726438,1.40788034826827e-05,0.0004136311228222,Upregulated
ENSG00000183255.7,PTTG1IP,0.637717617160489,1.42041384260882e-05,0.0004168773625637,Upregulated
ENSG00000113658.12,SMAD5,0.60692094591923,1.42666215969466e-05,0.000418274113563,Upregulated
ENSG00000132002.3,DNAJB1,0.732354420366884,1.47663674644009e-05,0.0004324744139443,Upregulated
ENSG00000214274.5,ANG,1.19043078592094,1.48486331920553e-05,0.0004344307921513,Upregulated
ENSG00000214688.4,C10orf105,1.39674981729517,1.48843670325924e-05,0.0004350231184645,Upregulated
ENSG00000145779.6,TNFAIP8,1.22959030645934,1.4972490493097e-05,0.0004366898655032,Upregulated
ENSG00000176845.8,METRNL,0.817745128099751,1.49666563070787e-05,0.0004366898655032,Upregulated
ENSG00000168938.5,PPIC,0.882795666331405,1.51236643227091e-05,0.0004397291509647,Upregulated
ENSG00000228459.2,CXorf28,1.21465050132578,1.5182531284216e-05,0.0004405286737394,Upregulated
ENSG00000251632.1,RP11-714L20.1,1.23147043485911,1.52340828206933e-05,0.0004411130764791,Upregulated
ENSG00000173926.5,MARCH3,0.83314009810176,1.52916218158305e-05,0.0004418680884169,Upregulated
ENSG00000197723.3,HSPB9,1.2511159500417,1.58192537793836e-05,0.0004557080829759,Upregulated
ENSG00000124782.15,RREB1,0.830042889967308,1.59734219343467e-05,0.0004582691541062,Upregulated
ENSG00000132205.6,EMILIN2,0.796417964230876,1.5967403577999e-05,0.0004582691541062,Upregulated
ENSG00000188783.5,PRELP,1.08615709386586,1.60419448404226e-05,0.0004597654129928,Upregulated
ENSG00000214226.4,C17orf67,0.627332148671137,1.64296754040338e-05,0.0004699188320499,Upregulated
ENSG00000159189.7,C1QC,1.37747824798106,1.64636339020325e-05,0.0004702169537217,Upregulated
ENSG00000142627.9,EPHA2,0.992828623398678,1.65900936505172e-05,0.0004725821099006,Upregulated
ENSG00000213719.4,CLIC1,1.0768820645883,1.68373640288998e-05,0.0004791398616815,Upregulated
ENSG00000011600.6,TYROBP,1.0896102035429,1.68841158362694e-05,0.0004794986466059,Upregulated
ENSG00000253308.2,RP1-170O19.17,2.12104617273026,1.69035689313689e-05,0.0004795662026013,Upregulated
ENSG00000067167.3,TRAM1,0.688115407297911,1.71066187198392e-05,0.0004835434747651,Upregulated
ENSG00000171051.4,FPR1,1.51387955644302,1.71175728157694e-05,0.0004835434747651,Upregulated
ENSG00000172380.5,GNG12,0.83410795578575,1.70915674729732e-05,0.0004835434747651,Upregulated
ENSG00000100968.9,NFATC4,0.822141859248555,1.71668497256879e-05,0.0004836161567155,Upregulated
ENSG00000164294.9,GPX8,1.55421603922555,1.74952476370999e-05,0.000492373767919,Upregulated
ENSG00000254726.2,MEX3A,0.81520577988899,1.75363700348378e-05,0.0004930370622307,Upregulated
ENSG00000122863.5,CHST3,0.878567217132696,1.77463356136564e-05,0.0004969504769499,Upregulated
ENSG00000101096.14,NFATC2,0.91492839529351,1.77778858841671e-05,0.0004971776704988,Upregulated
ENSG00000112773.11,FAM46A,0.964465969426395,1.78699249726237e-05,0.0004984236173843,Upregulated
ENSG00000164181.9,ELOVL7,0.767556982499456,1.79220511963685e-05,0.0004993815991591,Upregulated
ENSG00000183579.11,ZNRF3,0.830653952599471,1.79726288388964e-05,0.0004997992338594,Upregulated
ENSG00000135185.7,TMEM243,0.611481808673743,1.82337421540133e-05,0.0005045626757436,Upregulated
ENSG00000167895.10,TMC8,0.771014951622627,1.82126633886544e-05,0.0005045626757436,Upregulated
ENSG00000181104.6,F2R,0.918253113284911,1.82281127575431e-05,0.0005045626757436,Upregulated
ENSG00000158201.5,ABHD3,0.61064168636413,1.82590293155506e-05,0.000504765114553,Upregulated
ENSG00000028137.12,TNFRSF1B,0.995950347284216,1.83924535602973e-05,0.0005076988296058,Upregulated
ENSG00000105329.5,TGFB1,0.840143756976275,1.88010653799296e-05,0.0005161930824301,Upregulated
ENSG00000092969.7,TGFB2,0.856293618187221,1.88731176978817e-05,0.0005171602505174,Upregulated
ENSG00000144857.10,BOC,0.755517300476067,1.89249281674398e-05,0.0005180745199209,Upregulated
ENSG00000125531.5,C20orf195,1.6181876676403,1.8946027598264e-05,0.000518147105309,Upregulated
ENSG00000163406.6,SLC15A2,0.828311071142961,1.91467309590566e-05,0.0005231266852597,Upregulated
ENSG00000171777.11,RASGRP4,1.02983695976685,1.92096105533025e-05,0.0005243346274155,Upregulated
ENSG00000139800.8,ZIC5,1.16203610804176,1.9338218010159e-05,0.0005258010931765,Upregulated
ENSG00000260743.1,RP11-255C15.3,0.970428336998252,1.93993173426116e-05,0.0005259349673763,Upregulated
ENSG00000140379.7,BCL2A1,1.72398715788537,1.95281060550416e-05,0.0005289160219555,Upregulated
ENSG00000173917.9,HOXB2,1.61104357003248,1.98143836226501e-05,0.0005356367592005,Upregulated
ENSG00000104213.8,PDGFRL,0.797080584175736,2.05167895896194e-05,0.0005493375302227,Upregulated
ENSG00000139351.10,SYCP3,0.669463678849928,2.05044674189693e-05,0.0005493375302227,Upregulated
ENSG00000168994.9,PXDC1,0.778933579535621,2.06082402407332e-05,0.0005512606129918,Upregulated
ENSG00000074219.9,TEAD2,0.972258848505939,2.07501006153211e-05,0.0005545271893268,Upregulated
ENSG00000111181.8,SLC6A12,0.693629552162178,2.08845924729235e-05,0.0005575908258431,Upregulated
ENSG00000030419.12,IKZF2,0.932229001316043,2.10038433322166e-05,0.0005591800451866,Upregulated
ENSG00000171659.9,GPR34,1.18651727757757,2.103938115029e-05,0.000559595737091,Upregulated
ENSG00000139219.13,COL2A1,1.43371104224992,2.13360728290072e-05,0.0005658793933411,Upregulated
ENSG00000147174.7,ACRC,0.715746076147499,2.13232687885388e-05,0.0005658793933411,Upregulated
ENSG00000179073.5,TAAR3,1.64486251327084,2.16486981838273e-05,0.0005725489509314,Upregulated
ENSG00000198805.7,PNP,0.820193366844332,2.16395173757814e-05,0.0005725489509314,Upregulated
ENSG00000196126.6,HLA-DRB1,1.07975724133445,2.17181191465829e-05,0.0005730473561044,Upregulated
ENSG00000016391.5,CHDH,0.682476205583958,2.17585452704611e-05,0.0005732948039506,Upregulated
ENSG00000118520.8,ARG1,0.947451767467621,2.18714883804631e-05,0.0005757305474621,Upregulated
ENSG00000015520.10,NPC1L1,1.53805646970603,2.20211031187238e-05,0.0005785843997152,Upregulated
ENSG00000260940.1,RP4-575N6.5,1.53791421841983,2.2144136047831e-05,0.0005801887585591,Upregulated
ENSG00000203710.6,CR1,1.49315022119634,2.26156593862964e-05,0.0005908893257515,Upregulated
ENSG00000259250.1,RP11-50C13.1,0.816482792577038,2.28379623716294e-05,0.000595589460661,Upregulated
ENSG00000174130.8,TLR6,1.145929823467,2.33218333611276e-05,0.0006059577554246,Upregulated
ENSG00000170962.8,PDGFD,1.10800336703557,2.34982868318213e-05,0.0006099781721306,Upregulated
ENSG00000188763.3,FZD9,0.708868532155994,2.41946278007229e-05,0.0006268953053864,Upregulated
ENSG00000125753.9,VASP,0.713998790924715,2.437393701488e-05,0.0006303782402734,Upregulated
ENSG00000162753.9,SLC9C2,0.901928417569976,2.4717024496156e-05,0.0006386633551274,Upregulated
ENSG00000234056.1,RP11-165I9.4,1.12654364911671,2.51002342555796e-05,0.0006473739940647,Upregulated
ENSG00000196616.8,ADH1B,1.55252874286406,2.53716219845755e-05,0.000653173919964,Upregulated
ENSG00000088826.13,SMOX,0.683384761829265,2.55307800751057e-05,0.0006538492266703,Upregulated
ENSG00000107738.14,C10orf54,0.87790948316175,2.55097567344182e-05,0.0006538492266703,Upregulated
ENSG00000127688.3,GAN,0.767011485071287,2.5537529877074e-05,0.0006538492266703,Upregulated
ENSG00000170385.9,SLC30A1,0.571558814167347,2.54864674572339e-05,0.0006538492266703,Upregulated
ENSG00000170458.9,CD14,1.32102011809726,2.62508904531553e-05,0.0006690642106694,Upregulated
ENSG00000135111.10,TBX3,0.974046837610542,2.69991411436665e-05,0.0006844087340272,Upregulated
ENSG00000255222.1,SETP17,1.40027889596846,2.69561791766051e-05,0.0006844087340272,Upregulated
ENSG00000261460.1,RP11-106M3.3,0.649136753818616,2.70319404758407e-05,0.0006846222832686,Upregulated
ENSG00000118496.3,FBXO30,0.636570998898733,2.71878616245684e-05,0.0006867135516629,Upregulated
ENSG00000261168.1,RP11-68I18.10,0.759153537626904,2.71652649231802e-05,0.0006867135516629,Upregulated
ENSG00000173698.13,GPR64,1.03389240909312,2.7251485447395e-05,0.0006877021309622,Upregulated
ENSG00000182578.9,CSF1R,1.08567173040949,2.77984595632427e-05,0.000700875524015,Upregulated
ENSG00000268734.1,CTB-61M7.2,1.74293029256309,2.79557968039985e-05,0.0007039030077923,Upregulated
ENSG00000163565.14,IFI16,0.798490348653694,2.81513684983203e-05,0.000706601865069,Upregulated
ENSG00000261526.1,CTB-31O20.2,0.606393231424513,2.84354106572677e-05,0.0007130940885095,Upregulated
ENSG00000157510.9,AFAP1L1,0.895605363050044,2.91363546958884e-05,0.0007263187298891,Upregulated
ENSG00000138061.7,CYP1B1,1.20264936505869,2.91970583644854e-05,0.0007270015764922,Upregulated
ENSG00000235984.1,GPC5-AS1,2.04904159222349,2.94647414139968e-05,0.0007330169991983,Upregulated
ENSG00000026297.11,RNASET2,0.699214964693493,2.966474915966e-05,0.0007373396545551,Upregulated
ENSG00000105366.10,SIGLEC8,1.12304621347967,2.9889837162922e-05,0.0007416217812676,Upregulated
ENSG00000134802.12,SLC43A3,0.795218403985319,2.9889529397841e-05,0.0007416217812676,Upregulated
ENSG00000132514.9,CLEC10A,1.76974303862533,3.02013075101193e-05,0.000747369272279,Upregulated
ENSG00000145423.4,SFRP2,1.17846497615751,3.05226886264385e-05,0.0007533310680586,Upregulated
ENSG00000244300.2,RP11-475N22.4,0.880763350731783,3.08589586553387e-05,0.0007609618716,Upregulated
ENSG00000145832.8,SLC25A48,0.899237459774739,3.0927798938578e-05,0.0007619904287612,Upregulated
ENSG00000117289.7,TXNIP,1.0540267773057,3.09759243626815e-05,0.0007621526531165,Upregulated
ENSG00000187922.9,LCN10,1.3602356033366,3.09886541766316e-05,0.0007621526531165,Upregulated
ENSG00000226622.1,AC092155.4,1.81889781037657,3.13964140056521e-05,0.0007688152399099,Upregulated
ENSG00000170370.10,EMX2,0.936218270540435,3.15358533881045e-05,0.0007702152296623,Upregulated
ENSG00000105281.8,SLC1A5,1.23158349953173,3.16609317971592e-05,0.0007717811180888,Upregulated
ENSG00000178602.3,OTOS,1.18403500594121,3.17927128403435e-05,0.0007731272082655,Upregulated
ENSG00000019169.9,MARCO,1.81185479213,3.22247301144851e-05,0.0007802551678668,Upregulated
ENSG00000189184.7,PCDH18,0.821345456533894,3.24350193100422e-05,0.0007826480991075,Upregulated
ENSG00000139835.9,GRTP1,0.823053280686405,3.26102785671648e-05,0.0007855273534442,Upregulated
ENSG00000067182.3,TNFRSF1A,0.876301281194665,3.31890037159769e-05,0.0007957821017598,Upregulated
ENSG00000182704.6,TSKU,0.969387215941933,3.32343221192813e-05,0.0007957821017598,Upregulated
ENSG00000263470.1,RP11-160O5.1,0.829731706095746,3.31301422322731e-05,0.0007957821017598,Upregulated
ENSG00000184500.10,PROS1,0.800643615298113,3.33356425785202e-05,0.0007975282735118,Upregulated
ENSG00000211896.2,IGHG1,1.57292797662546,3.35621703857465e-05,0.000801582210565,Upregulated
ENSG00000114127.6,XRN1,0.573814650625671,3.37825410168054e-05,0.0008048291776295,Upregulated
ENSG00000261472.1,RP11-467I17.1,1.99282493002453,3.37840851790963e-05,0.0008048291776295,Upregulated
ENSG00000115956.9,PLEK,0.931175637324176,3.39167606794109e-05,0.0008061756479555,Upregulated
ENSG00000233929.1,MT1XP1,1.57175353544746,3.4477127124712e-05,0.00081787083577,Upregulated
ENSG00000184384.8,MAML2,0.761868351245896,3.46646504578818e-05,0.0008209325779178,Upregulated
ENSG00000180340.5,FZD2,1.1326959748171,3.47219686015532e-05,0.0008215972469349,Upregulated
ENSG00000247774.2,PCED1B-AS1,1.0836590652078,3.49956468405953e-05,0.0008249800008125,Upregulated
ENSG00000145386.5,CCNA2,0.802943791807377,3.50716577585918e-05,0.0008256979475822,Upregulated
ENSG00000217648.1,RP1-95L4.4,0.773285687227847,3.52985664805389e-05,0.0008289555491127,Upregulated
ENSG00000188269.4,OR7A5,1.63767528687991,3.53368375480356e-05,0.0008291610327582,Upregulated
ENSG00000160255.12,ITGB2,1.14889990520154,3.59824283698441e-05,0.0008415517781277,Upregulated
ENSG00000160868.10,CYP3A4,0.879508252061583,3.5984750437263e-05,0.0008415517781277,Upregulated
ENSG00000154727.6,GABPA,0.601236415910184,3.629328935508e-05,0.0008473562910358,Upregulated
ENSG00000257261.1,RP11-96H19.1,1.0182639392107,3.64366142072858e-05,0.0008499959993688,Upregulated
ENSG00000109861.11,CTSC,0.829803742474496,3.73617018109677e-05,0.0008665384960897,Upregulated
ENSG00000173585.11,CCR9,1.50908552527571,3.76171795674104e-05,0.0008695915411603,Upregulated
ENSG00000163746.7,PLSCR2,1.77010944443782,3.77103264153561e-05,0.0008710279095625,Upregulated
ENSG00000173110.6,HSPA6,1.30653170173593,3.77653727764797e-05,0.0008715826007994,Upregulated
ENSG00000236924.1,RP11-390F4.6,0.878839989307126,3.86297247756329e-05,0.0008886102209444,Upregulated
ENSG00000162511.7,LAPTM5,1.0216219209508,3.87054580496257e-05,0.0008896237317838,Upregulated
ENSG00000146233.3,CYP39A1,0.880386736316406,3.87655923722338e-05,0.0008902773450195,Upregulated
ENSG00000134250.13,NOTCH2,0.89537565757926,3.8851801732436e-05,0.0008913189753381,Upregulated
ENSG00000187151.3,ANGPTL5,1.19153411809537,3.89253406294327e-05,0.000891758598906,Upregulated
ENSG00000267690.1,LDLRAD4-AS1,1.39912707595139,3.90394267450435e-05,0.0008936433406585,Upregulated
ENSG00000204261.4,XXbac-BPG246D15.8,0.694604513974254,3.92817902840196e-05,0.0008984589932469,Upregulated
ENSG00000176236.4,C10orf111,0.741437554995008,3.96835813129429e-05,0.0009058050026966,Upregulated
ENSG00000156218.8,ADAMTSL3,1.01616729651788,4.02238190312144e-05,0.0009152547960641,Upregulated
ENSG00000198454.2,C9orf141,1.91110176556208,4.02768158911703e-05,0.0009152547960641,Upregulated
ENSG00000163823.3,CCR1,1.18112044223384,4.05997815296121e-05,0.000919617793405,Upregulated
ENSG00000173597.3,SULT1B1,1.58235707287958,4.06505174657543e-05,0.0009196728865856,Upregulated
ENSG00000177119.11,ANO6,0.804573412286886,4.09209542630101e-05,0.0009239122527211,Upregulated
ENSG00000106560.6,GIMAP2,0.821118502742218,4.12084845744249e-05,0.0009289106791668,Upregulated
ENSG00000164430.11,MB21D1,0.749843257369136,4.11986196497784e-05,0.0009289106791668,Upregulated
ENSG00000106211.8,HSPB1,0.969956050813293,4.24308567205803e-05,0.0009549322698004,Upregulated
ENSG00000101276.10,SLC52A3,1.09414607811608,4.25514252695946e-05,0.0009568790084444,Upregulated
ENSG00000205054.2,AC009236.1,1.70429114292845,4.31898437463497e-05,0.0009704585130429,Upregulated
ENSG00000100234.11,TIMP3,0.811081730036417,4.32301196034108e-05,0.0009705870258201,Upregulated
ENSG00000230825.1,AC005532.5,1.21791822590009,4.35175893611214e-05,0.0009739271174388,Upregulated
ENSG00000067066.12,SP100,0.822032078978426,4.36399250979909e-05,0.0009753074812696,Upregulated
ENSG00000155629.10,PIK3AP1,1.09918351032572,4.41754990608362e-05,0.0009862935152,Upregulated
ENSG00000256609.1,RP11-64B16.4,1.64526264289453,4.47842327048675e-05,0.0009951382468208,Upregulated
ENSG00000215808.2,RP11-371I1.2,1.50750217630202,4.5429208596281e-05,0.0010065786358516,Upregulated
ENSG00000143387.8,CTSK,0.725351095672003,4.72358304648323e-05,0.0010381164086586,Upregulated
ENSG00000143545.4,RAB13,0.756338369775359,4.73652313951019e-05,0.0010388180809501,Upregulated
ENSG00000139132.10,FGD4,0.59598456645944,4.77346171701305e-05,0.0010458051423225,Upregulated
ENSG00000122122.9,SASH3,1.06667224230986,4.82070581651818e-05,0.0010543392413662,Upregulated
